case_name,tumor_dice,tumor_nsd
BDMAP_A0000177.nii.gz,0.6782246879334258,0.6586301815439735
BDMAP_A0000179.nii.gz,0.9259136683844735,0.9089695536796377
BDMAP_A0000181.nii.gz,0.003284072,0.022698996318099303
BDMAP_A0000182.nii.gz,0.9691078463860967,0.9641565598660737
BDMAP_A0000183.nii.gz,0.18181818181818182,0.46617273684146976
BDMAP_A0000187.nii.gz,0.5788849347568209,0.8040234867679545
BDMAP_A0000190.nii.gz,0.8719767816833279,0.9661095310003166
BDMAP_A0000194.nii.gz,0.5551425030978935,0.8322269815334539
BDMAP_A0000200.nii.gz,0.7724137931034483,0.9177034272725603
BDMAP_A0000204.nii.gz,0.8458466453674122,0.9457034379361114
BDMAP_A0000205.nii.gz,0.6517457475380484,0.7860159413312503
BDMAP_A0000207.nii.gz,0.9728526162541749,0.9961250807579118
BDMAP_A0000217.nii.gz,0.9565142165061422,0.9347490698949852
BDMAP_A0000220.nii.gz,0.8453410182516811,0.9765968757587241
BDMAP_A0000221.nii.gz,0.9117234936945353,0.9888378033753689
BDMAP_A0000222.nii.gz,0.7724631202503353,0.8113550206882106
BDMAP_A0000224.nii.gz,0.2981366459627329,0.659697113
BDMAP_A0000225.nii.gz,0.033783783783783786,0.13052374323535218
BDMAP_A0000226.nii.gz,0,0
BDMAP_A0000228.nii.gz,0.095971564,0.20379090883145756
BDMAP_A0000229.nii.gz,0.9426248195151608,0.9910592936484799
BDMAP_A0000230.nii.gz,0.9795799976795452,1
BDMAP_A0000231.nii.gz,0.7232786885245902,0.7841714508700075
BDMAP_A0000232.nii.gz,0.6348203711014607,0.7776981377909057
BDMAP_A0000233.nii.gz,0.9345023207839093,0.9711671642018181
BDMAP_A0000234.nii.gz,0.8253692441355344,0.9787733340828773
BDMAP_A0000235.nii.gz,0.9450839781090772,0.9967059532510564
BDMAP_A0000236.nii.gz,0.5567765567765568,0.8964639533703087
BDMAP_A0000237.nii.gz,0.9480793583790629,0.9991295079176371
BDMAP_A0000239.nii.gz,0.696058091,0.7449752731885364
BDMAP_A0000240.nii.gz,0.6776789495976281,0.7559381526964069
BDMAP_A0000241.nii.gz,0.8187168922895821,0.8744274634835002
BDMAP_A0000242.nii.gz,0.8644672796106003,0.952219129
BDMAP_A0000243.nii.gz,0.9431906614785992,0.9902192276556671
BDMAP_A0000244.nii.gz,0.780271155,0.9062433335554023
BDMAP_A0000245.nii.gz,0.875,1
BDMAP_A0000246.nii.gz,0.48148148148148145,0.870118196
BDMAP_A0000247.nii.gz,0.815555333,0.8929958094723793
BDMAP_A0000248.nii.gz,0.2636363636363636,0.5397218099628757
BDMAP_A0000249.nii.gz,0.5817204301075268,0.785842737
BDMAP_A0000251.nii.gz,0.7677349657904213,0.8716681594320604
BDMAP_A0000252.nii.gz,0.8210023866348448,0.9629948953327883
BDMAP_A0000253.nii.gz,0.8653383716935761,0.8966358711250182
BDMAP_A0000254.nii.gz,0.8482922954725973,0.984010049
BDMAP_A0000255.nii.gz,0.8833964520629859,0.9745963600579463
BDMAP_A0000257.nii.gz,0.7678376858112759,0.5310224168208653
BDMAP_A0000258.nii.gz,0.8966065747613998,0.9614728121412238
BDMAP_A0000259.nii.gz,0.37485970819304154,0.4980767542326139
BDMAP_A0000260.nii.gz,0.752057786,0.6879578382943614
BDMAP_A0000261.nii.gz,0.9259723964868256,0.9850858014737325
BDMAP_A0000263.nii.gz,0.4500978473581213,0.8114333552022538
BDMAP_A0000264.nii.gz,0.8725125738027553,0.9373975851203871
BDMAP_A0000265.nii.gz,0.020315917,0.023573364510730634
BDMAP_A0000266.nii.gz,0.8993055555555556,0.9928418816444834
BDMAP_A0000267.nii.gz,0.9253294289897511,0.9784482015585348
BDMAP_A0000268.nii.gz,0.5579280347963622,0.41669980957014113
BDMAP_A0000269.nii.gz,0.784746613,0.7293335320716895
BDMAP_A0000270.nii.gz,0.8513270637408569,0.8338261143903293
BDMAP_A0000272.nii.gz,0.9303132530120481,0.9941729366604731
BDMAP_A0000273.nii.gz,0.8377125193199382,0.8741144475024826
BDMAP_A0000274.nii.gz,0.9591419816138917,0.9992030420589458
BDMAP_A0000275.nii.gz,0.9681176743221652,0.9357104241485017
BDMAP_A0000277.nii.gz,0.9429152542372882,0.9754247585053661
BDMAP_A0000278.nii.gz,0.8711462450592885,0.9811354033686507
BDMAP_A0000280.nii.gz,0.8270257719990712,0.9363978041586004
BDMAP_A0000282.nii.gz,0.6363636363636364,0.8363482102421202
BDMAP_A0000283.nii.gz,0.830083565,0.88002783
BDMAP_A0000284.nii.gz,0.6684901531728665,0.7072158863863184
BDMAP_A0000285.nii.gz,0.8041237113402062,1
BDMAP_A0000287.nii.gz,0.6296296296296297,0.9788848490522186
BDMAP_A0000288.nii.gz,0.919270113,0.9749494300124786
BDMAP_A0000289.nii.gz,0.854468085,0.8724046738797073
BDMAP_A0000290.nii.gz,0.8495361032674466,0.9136992239442084
BDMAP_A0000291.nii.gz,0.9223020040724467,0.911942295
BDMAP_A0000292.nii.gz,0.9091130307823336,0.9667113205794124
BDMAP_A0000293.nii.gz,0.8793774319066148,0.9762520755455671
BDMAP_A0000294.nii.gz,0.9465410558002119,0.9974343529661176
BDMAP_A0000295.nii.gz,0.8109289617486338,0.906298618
BDMAP_A0000296.nii.gz,0.8974010685502128,0.8630473349299168
BDMAP_A0000297.nii.gz,0.9053245358293693,0.9948422506581612
BDMAP_A0000298.nii.gz,0.8492168627756566,0.9255154314368333
BDMAP_A0000300.nii.gz,0.9643440348791121,0.935491917
BDMAP_A0000301.nii.gz,0.9285352902747283,0.8060757876037044
BDMAP_A0000302.nii.gz,0.8888888888888888,0.8862349788966335
BDMAP_A0000303.nii.gz,0.91054146,0.9693460584023763
BDMAP_A0000304.nii.gz,0.9619575650998672,0.9142320217156626
BDMAP_A0000305.nii.gz,0.31013108423940655,0.26770201640221264
BDMAP_A0000307.nii.gz,0.9643759344228489,0.9855772233163765
BDMAP_A0000308.nii.gz,0.6915809363846316,0.6245970305399344
BDMAP_A0000309.nii.gz,0.7961335676625659,0.9824029951969384
BDMAP_A0000310.nii.gz,0.9706010452961672,1
BDMAP_A0000311.nii.gz,0.36939313984168864,0.5075355701451592
BDMAP_A0000312.nii.gz,0.9494692144373673,1
BDMAP_A0000313.nii.gz,0.8384991843393148,0.9467460286771276
BDMAP_A0000314.nii.gz,0.9010787341658834,0.8132736973817735
BDMAP_A0000315.nii.gz,0.9067698259187621,0.9826025871886788
BDMAP_A0000318.nii.gz,0.9212392448548646,0.900347711
BDMAP_A0000322.nii.gz,0.8727038186957374,0.7648979560137265
BDMAP_A0000327.nii.gz,0.9311673833412963,0.9608373248396481
BDMAP_A0000333.nii.gz,0.9466298589589919,0.7983788612589274
BDMAP_A0000334.nii.gz,0.2334227673438099,0.29300931405987984
BDMAP_A0000335.nii.gz,0.8430950048971596,0.8741698057205962
BDMAP_A0000338.nii.gz,0.8826155642557868,0.8435960603035885
BDMAP_A0000339.nii.gz,0.9754485901452578,0.9961583210846271
BDMAP_A0000342.nii.gz,0.921405751,1
BDMAP_A0000347.nii.gz,0.9427267135040632,0.978823514
BDMAP_A0000348.nii.gz,0.8658224184094363,0.7681981288988832
BDMAP_A0000355.nii.gz,0.8985629754860525,0.9876080513890663
BDMAP_A0000358.nii.gz,0.4116548375046694,0.358706399
BDMAP_A0000359.nii.gz,0,0
BDMAP_A0000363.nii.gz,0.8672370963290091,0.9479836660471923
BDMAP_A0000364.nii.gz,0.5034642032332564,0.8066639565891622
BDMAP_A0000372.nii.gz,0.8662857142857143,0.9827979462105383
BDMAP_A0000373.nii.gz,0.7131011608623549,0.7587072781677291
BDMAP_A0000376.nii.gz,0.6428943258719417,0.6851645220170088
BDMAP_A0000381.nii.gz,0.871012483,1
BDMAP_A0000383.nii.gz,0.8179640718562874,0.9620107391879316
BDMAP_A0000385.nii.gz,0.922341152,0.9882930573674127
BDMAP_A0000388.nii.gz,0.8290960451977402,0.9198834121943349
BDMAP_A0000395.nii.gz,0.6105610561056105,0.634223735
BDMAP_A0000397.nii.gz,0.7107887579329103,0.9265847069056562
BDMAP_A0000400.nii.gz,0.8684062131542524,0.8303106558534098
BDMAP_A0000403.nii.gz,0.9235152312075389,0.966068763
BDMAP_A0000404.nii.gz,0.7798982188295165,0.9178503363176099
BDMAP_A0000405.nii.gz,0.9057326059910039,0.9171820430712081
BDMAP_A0000407.nii.gz,0,0
BDMAP_A0000408.nii.gz,0.8468085106382979,1
BDMAP_A0000409.nii.gz,0.9274447949526814,0.9908220628670922
BDMAP_A0000410.nii.gz,0.9295289161240904,0.9917852425307296
BDMAP_A0000411.nii.gz,0.5379310344827586,0.6201575731023453
BDMAP_A0000412.nii.gz,0.9264069264069265,1
BDMAP_A0000413.nii.gz,0.6488294314381271,0.8494739633670326
BDMAP_A0000415.nii.gz,0.9090909090909091,0.9736307959168764
BDMAP_A0000416.nii.gz,0.9219178082191781,0.9807129354768077
BDMAP_A0000417.nii.gz,0,0
BDMAP_A0000418.nii.gz,0.9286482610254572,0.9840535194690012
BDMAP_A0000419.nii.gz,0.33304119193689746,0.6777171533485641
BDMAP_A0000420.nii.gz,0.937991816,0.9644520275207639
BDMAP_A0000421.nii.gz,0.7875,0.8752979790321426
BDMAP_A0000422.nii.gz,0.8429826945728006,0.8535312418951058
BDMAP_A0000423.nii.gz,0.7003293084522503,0.8348169058508623
BDMAP_A0000424.nii.gz,0,0
BDMAP_A0000425.nii.gz,0.35398230088495575,0.614190115
BDMAP_A0000427.nii.gz,0.802547771,1
BDMAP_A0000428.nii.gz,0.8552631578947368,0.9339939846344516
BDMAP_A0000429.nii.gz,0.9422809457579973,0.9684884102006449
BDMAP_A0000430.nii.gz,0.9408361819616092,1
BDMAP_A0000431.nii.gz,0.6782255545142143,0.7452598946505885
BDMAP_A0000432.nii.gz,0.8113483474700205,0.8561476272629862
BDMAP_A0000433.nii.gz,0.9207167115587306,0.878496521
BDMAP_A0000434.nii.gz,0.928392589,1
BDMAP_A0000435.nii.gz,0.7688243064729194,0.8504080551767724
BDMAP_A0000436.nii.gz,0.8857030119689596,0.8945110812669163
BDMAP_A0000438.nii.gz,0.893718917,0.9742548680156411
BDMAP_A0000439.nii.gz,0,0.051916121
BDMAP_A0000440.nii.gz,0.7061898006421264,0.7387777485586459
BDMAP_A0000441.nii.gz,0.8179077479650286,0.834713522
BDMAP_A0000443.nii.gz,0.024527509449811004,0.10268403490950297
BDMAP_A0000444.nii.gz,0.8066298342541437,0.8563638456310403
BDMAP_A0000447.nii.gz,0.9044789296750314,0.8659420771506481
BDMAP_A0000449.nii.gz,0.4879807692307692,0.39392573207309023
BDMAP_A0000450.nii.gz,0.8500385505011565,0.9792421118620899
BDMAP_A0000451.nii.gz,0.7573591253153911,0.7373936042682424
BDMAP_A0000454.nii.gz,0,0
BDMAP_A0000455.nii.gz,0.938329003,0.9912921022551467
BDMAP_A0000456.nii.gz,0.94059898,0.8296335668386332
BDMAP_A0000457.nii.gz,0.14235210935658732,0.357192536
BDMAP_A0000458.nii.gz,0.9322246930291018,0.9896375891413218
BDMAP_A0000459.nii.gz,0.9596456546619302,0.9871882648020762
BDMAP_A0000460.nii.gz,0.6141748794296498,0.5710759996938618
BDMAP_A0000461.nii.gz,0.8916590284142988,0.9066656904548687
BDMAP_A0000462.nii.gz,0.7784391534391535,0.7865670059835579
BDMAP_A0000463.nii.gz,0.9039080459770115,0.9776716204658041
BDMAP_A0000465.nii.gz,0.7529297315638531,0.44851172233946823
BDMAP_A0000466.nii.gz,0.7653751417288971,0.7968120217525968
BDMAP_A0000467.nii.gz,0.8989338071968014,0.9516762541236654
BDMAP_A0000470.nii.gz,0.8818303517098698,0.8231994560628211
BDMAP_A0000471.nii.gz,0.9364252317933275,0.8857443711901368
BDMAP_A0000472.nii.gz,0.9026469364457863,0.8732063684212037
BDMAP_A0000473.nii.gz,0.9457791356999091,0.8889089513551869
BDMAP_A0000474.nii.gz,0.9387192689825223,0.9862946017853853
BDMAP_A0000475.nii.gz,0.956270183,0.9699121890834093
BDMAP_A0000476.nii.gz,0.5374221435110837,0.2915738876964462
BDMAP_A0000477.nii.gz,0.9080145139728818,0.9374352447550907
BDMAP_A0000478.nii.gz,0.9696912437171686,0.9940633090071914
BDMAP_A0000479.nii.gz,0.9726656461841242,1
BDMAP_A0000480.nii.gz,0.9307559909969548,0.9956795568454174
BDMAP_A0000481.nii.gz,0.8735816849081233,0.8342558675951579
BDMAP_A0000482.nii.gz,0.6217018749469755,0.6385899485582484
BDMAP_A0000483.nii.gz,0.7575808910723361,0.6959825385402755
BDMAP_A0000484.nii.gz,0.5636124191874851,0.5187577080475193
BDMAP_A0000485.nii.gz,0.8874678312407392,0.8948151920689327
BDMAP_A0000486.nii.gz,0.8835609708165472,0.9127144581610308
BDMAP_A0000487.nii.gz,0.8912908964343723,0.833982972
BDMAP_A0000489.nii.gz,0.707763564,0.640947955
BDMAP_A0000490.nii.gz,0.8250361684306708,0.731991228
BDMAP_A0000491.nii.gz,0.8123801698164886,0.790807938
BDMAP_A0000492.nii.gz,0.7207299832926359,0.6679225807218642
BDMAP_A0000493.nii.gz,0.797310783,0.7924186788666109
BDMAP_A0000494.nii.gz,0.7084468664850136,0.6579273273725301
BDMAP_A0000495.nii.gz,0.8642932675361297,0.9494839779707125
BDMAP_A0000496.nii.gz,0.7158153414077585,0.7355172820492301
BDMAP_A0000497.nii.gz,0.8929730304803447,0.8347319026651789
BDMAP_A0000498.nii.gz,0.8191774154295449,0.8641206122173097
BDMAP_A0000499.nii.gz,0.8218628375274978,0.7995687113158139
BDMAP_A0000501.nii.gz,0.809080474,0.864711092
BDMAP_A0000502.nii.gz,0.9044137302073997,0.8648066413614918
BDMAP_A0000503.nii.gz,0.8726884304693238,0.9085170761919565
BDMAP_A0000504.nii.gz,0.9611741269260479,0.9913578898229954
BDMAP_A0000505.nii.gz,0.9533258065291023,0.9151004296934507
BDMAP_A0000506.nii.gz,0.8500096518885528,0.7750741266820981
BDMAP_A0000507.nii.gz,0.8194687450294258,0.7913328816184967
BDMAP_A0000508.nii.gz,0.9228498074454429,0.9759876717249336
BDMAP_A0000509.nii.gz,0.943129119,0.9860976431543403
BDMAP_A0000510.nii.gz,0.8113090490117877,0.8113738951824433
BDMAP_A0000511.nii.gz,0.69848774,0.4918327047759194
BDMAP_A0000512.nii.gz,0.9339728217426059,1
BDMAP_A0000513.nii.gz,0.7883730106536894,0.794548012
BDMAP_A0000514.nii.gz,0.9468325791855203,0.9622200438322669
BDMAP_A0000515.nii.gz,0.8380974291137057,0.7553798800732608
BDMAP_A0000516.nii.gz,0.9373996420205695,0.9032898343117101
BDMAP_A0000517.nii.gz,0.8478015783540023,0.9522739185065884
BDMAP_A0000518.nii.gz,0.9696896800577339,0.9974355467332273
BDMAP_A0000519.nii.gz,0.9244104011288047,0.9711712308090987
BDMAP_A0000520.nii.gz,0.885179565,0.977214188
BDMAP_A0000521.nii.gz,0.9579330742343135,0.9744307177139775
BDMAP_A0000522.nii.gz,0.9254221388367729,0.9750162635386089
BDMAP_A0000523.nii.gz,0.858577559,0.8548996731416617
BDMAP_A0000524.nii.gz,0.8491730323675819,0.7988143331294999
BDMAP_A0000525.nii.gz,0.9122304122304122,0.9040180433023021
BDMAP_A0000526.nii.gz,0.7602555430289365,0.6499974719194062
BDMAP_A0000527.nii.gz,0.9197969543147209,0.8756942535877532
BDMAP_A0000528.nii.gz,0.9320012890750886,0.9320478194960999
BDMAP_A0000529.nii.gz,0.9424265732273595,0.9578505068920137
BDMAP_A0000530.nii.gz,0.9473967261604652,0.9894358923982121
BDMAP_A0000531.nii.gz,0.9618553008595988,0.9882950711722377
BDMAP_A0000532.nii.gz,0.916129512,0.9263550669605024
BDMAP_A0000533.nii.gz,0.7577767759386874,0.6902049774786151
BDMAP_A0000534.nii.gz,0.8932323479110676,0.9957575589831283
BDMAP_A0000535.nii.gz,0.7938517179023508,0.8964829847314275
BDMAP_A0000536.nii.gz,0.9464731148777727,0.8775390328309727
BDMAP_A0000537.nii.gz,0.7562561576354679,0.7366133935946518
BDMAP_A0000538.nii.gz,0.8424507658643327,0.8969657967748024
BDMAP_A0000539.nii.gz,0.9432483560039636,0.860056188
BDMAP_A0000540.nii.gz,0.907563025,0.9749280924391273
BDMAP_A0000541.nii.gz,0.9151605071486377,0.8184501016445648
BDMAP_A0000542.nii.gz,0.7882822902796272,0.8568650626151477
BDMAP_A0000543.nii.gz,0.8855481041223023,0.8283269545582653
BDMAP_A0000544.nii.gz,0.29322387844746883,0.339978341
BDMAP_A0000545.nii.gz,0.9003695602986651,0.913729644
BDMAP_A0000546.nii.gz,0.8939926685120072,0.9075382646708365
BDMAP_A0000547.nii.gz,0.5100463678516228,0.6690615172297174
BDMAP_A0000548.nii.gz,0.8106966924700915,0.7771358127054148
BDMAP_A0000549.nii.gz,0.8726154547007574,0.8323866576738354
BDMAP_A0000550.nii.gz,0.5636266285918258,0.5499004459920471
BDMAP_A0000551.nii.gz,0.6822974817020221,0.644299812
BDMAP_A0000552.nii.gz,0.8683267802533857,0.7605509382252067
BDMAP_A0000553.nii.gz,0.8427680956621295,0.882137598
BDMAP_A0000554.nii.gz,0.8989628638340582,0.9435181672737037
BDMAP_A0000555.nii.gz,0.2992957746478873,0.374551744
BDMAP_A0000556.nii.gz,0.9573217036603094,0.9645823668414835
BDMAP_A0000557.nii.gz,0.8582020389249305,0.910623343
BDMAP_A0000558.nii.gz,0.7803297573619411,0.8161247631580468
BDMAP_A0000559.nii.gz,0.95626965,0.9956406536416219
BDMAP_A0000560.nii.gz,0.8796747967479674,0.9133927636744448
BDMAP_A0000562.nii.gz,0.8120688222092927,0.6791442961245953
BDMAP_A0000563.nii.gz,0.9351086509331638,0.9476520829261567
BDMAP_A0000564.nii.gz,0.5514274540477122,0.4520861634470797
BDMAP_A0000565.nii.gz,0.36060783167738164,0.40253588857935246
BDMAP_A0000566.nii.gz,0.8429475521932058,0.796902009
BDMAP_A0000567.nii.gz,0.9280700535131002,0.9668085497677276
BDMAP_A0000568.nii.gz,0.8149816952970994,0.8583055793946714
BDMAP_A0000569.nii.gz,0.8646748681898067,0.8826417138597552
BDMAP_A0000571.nii.gz,0.9700047171120175,0.9942343163290833
BDMAP_A0000573.nii.gz,0.8932323479110676,0.9957575589831283
BDMAP_A0000574.nii.gz,0.9010513845698208,0.8765722649986278
BDMAP_A0000575.nii.gz,0.9410944953636705,0.9653234800821354
BDMAP_A0001002.nii.gz,0.34332425068119893,0.5731744750196115
BDMAP_A0001005.nii.gz,0.84,0.9480186602861274
BDMAP_A0001014.nii.gz,0.47305389221556887,0.6812706684656444
BDMAP_A0001015.nii.gz,0,0
BDMAP_A0001033.nii.gz,0,0
BDMAP_A0001036.nii.gz,0,0
BDMAP_A0001037.nii.gz,0,0.49999999999999994
BDMAP_A0001041.nii.gz,0,0
BDMAP_A0001049.nii.gz,0,0
BDMAP_A0001053.nii.gz,0,0
BDMAP_A0001081.nii.gz,0,0
BDMAP_A0001082.nii.gz,0,0
BDMAP_A0001101.nii.gz,0,0
BDMAP_A0001102.nii.gz,0.2857142857142857,0.7371425102926228
BDMAP_A0001116.nii.gz,0,0
BDMAP_A0001121.nii.gz,0,0
BDMAP_A0001124.nii.gz,0,0
BDMAP_A0001125.nii.gz,0,0
BDMAP_A0001128.nii.gz,0,0
BDMAP_A0001132.nii.gz,0,0
BDMAP_A0001141.nii.gz,0.3643835616438356,0.5278902789688723
BDMAP_A0001147.nii.gz,0.002123142,0.016313288039634676
BDMAP_A0001173.nii.gz,0.8203991130820399,0.9986902672476908
BDMAP_A0001182.nii.gz,0,0
BDMAP_A0001187.nii.gz,0,0
BDMAP_A0001194.nii.gz,0,0
BDMAP_A0001200.nii.gz,0.5384615384615384,0.7137041612322506
BDMAP_A0001202.nii.gz,0,0
BDMAP_A0001203.nii.gz,0,0
BDMAP_A0001204.nii.gz,0,0
BDMAP_A0001222.nii.gz,0,0
BDMAP_A0001226.nii.gz,0,0
BDMAP_A0001228.nii.gz,0,0
BDMAP_A0001232.nii.gz,0,0
BDMAP_A0001238.nii.gz,0.5512820512820513,0.9839972077862335
BDMAP_A0001251.nii.gz,0,0
BDMAP_A0001266.nii.gz,0,0
BDMAP_A0001273.nii.gz,0,0
BDMAP_A0001291.nii.gz,0.35738831615120276,0.5851895535552352
BDMAP_A0001298.nii.gz,0,0
BDMAP_A0001316.nii.gz,0,0
BDMAP_A0001321.nii.gz,0,0.13202100308431136
BDMAP_A0001325.nii.gz,0,0
BDMAP_A0001373.nii.gz,0,0
BDMAP_A0001374.nii.gz,0.5496688741721855,0.7351357608491734
BDMAP_A0001376.nii.gz,0,0
BDMAP_A0001399.nii.gz,0,0.13847994161896088
BDMAP_A0001408.nii.gz,0,0
BDMAP_A0001429.nii.gz,0.3125,0.36060221478695187
BDMAP_A0001432.nii.gz,0.9650233826968043,0.9971319774536085
BDMAP_A0001433.nii.gz,0.7865396310561524,0.650335667
BDMAP_A0001436.nii.gz,0.8240258355421504,0.6021253505262025
BDMAP_A0001443.nii.gz,0.7396081303790515,0.7589744979321353
BDMAP_A0001445.nii.gz,0.9519254971054618,0.9861003088315115
BDMAP_A0001458.nii.gz,0.9614575208606202,0.9694194881215791
BDMAP_A0001464.nii.gz,0.892032,0.843496836
BDMAP_A0001470.nii.gz,0.6375480937390696,0.6083482359435646
BDMAP_A0001471.nii.gz,0.9344602136820284,0.9527001128846739
BDMAP_A0001472.nii.gz,0.880794229,0.8065143137697932
BDMAP_A0001477.nii.gz,0.7660978240182706,0.724088384
BDMAP_A0001478.nii.gz,0.8125406507637949,0.6040250231328789
BDMAP_A0001485.nii.gz,0.8183105715730905,0.7610689731476801
BDMAP_A0001489.nii.gz,0.9325001742789604,0.834753966
BDMAP_A0001496.nii.gz,0.8984866123399301,0.9407104726966001
BDMAP_A0001498.nii.gz,0.8820636135096732,0.9310791466171005
BDMAP_A0001502.nii.gz,0.9115693012600229,0.968309132
BDMAP_A0001504.nii.gz,0.6313809883867465,0.4946077202997229
BDMAP_A0001506.nii.gz,0.9288110324263884,0.9557391037939538
BDMAP_A0001507.nii.gz,0.9468325791855203,0.9622200438322669
BDMAP_A0001509.nii.gz,0.892032,0.843496836
BDMAP_A0001520.nii.gz,0.9374091445185002,0.9283954025798306
BDMAP_A0001524.nii.gz,0.9633682930536556,0.9877569546682354
BDMAP_A0001533.nii.gz,0.9299950286979708,0.899381048
BDMAP_A0001536.nii.gz,0.7337516808606006,0.7675668572328694
BDMAP_A0001548.nii.gz,0.9089250010064277,0.857922282
BDMAP_A0001551.nii.gz,0.9540708834683271,0.9708963428209467
BDMAP_A0001556.nii.gz,0.9065440547476475,0.915326109
BDMAP_A0001562.nii.gz,0.7830828567628674,0.6837409126815697
BDMAP_A0001591.nii.gz,0.8923062540899318,0.842328712
BDMAP_A0001594.nii.gz,0.9135516478888069,0.9367367154927316
BDMAP_A0001595.nii.gz,0.7649013093609537,0.7977280095747842
BDMAP_A0001596.nii.gz,0.9184016289132094,0.9050948620060435
BDMAP_A0001609.nii.gz,0.5553841266960112,0.5760175222265423
BDMAP_A0001610.nii.gz,0.859003814,0.6991445359541498
BDMAP_A0001612.nii.gz,0.9116651277316097,0.8933048713820585
BDMAP_A0001614.nii.gz,0.826038605,0.763793022
BDMAP_A0001619.nii.gz,0,0
BDMAP_A0001622.nii.gz,0.9533745947539051,0.9732145850466352
BDMAP_A0001629.nii.gz,0.8254621531707652,0.6678597185614689
BDMAP_A0001631.nii.gz,0.8971496694483581,0.8411756121776776
BDMAP_A0001639.nii.gz,0.8479832128701329,0.7388052786747459
BDMAP_A0001649.nii.gz,0.930318621,0.9248547434349201
BDMAP_A0001651.nii.gz,0.9396355353075171,0.9578431767964403
BDMAP_A0001673.nii.gz,0.9206986075053104,0.9791198133348894
BDMAP_A0001692.nii.gz,0.9120467190151127,0.899892875
BDMAP_A0001696.nii.gz,0.934412955,0.9532407770022117
BDMAP_A0001697.nii.gz,0.8323752036025678,0.7242849819526133
BDMAP_A0001703.nii.gz,0.9271934726724042,0.8889211368062384
BDMAP_A0001707.nii.gz,0.8382769101771302,0.9031561396967848
